,slope,inter,rvalue,r2,eta_0,omega,meth_init,system_size,var_init,abs_der,saturating_std,saturating_der,saturating
cg12252865,-0.001417040608998539,0.846656619050889,-0.6219826812428823,0.38686245576608486,0.007301713634904594,0.0017917724041135745,0.8473023754244589,90.71626552570031,14.294835448225463,0.0012809387200506913,False,False,False
cg15618978,0.00196150240520237,0.14697718428708162,0.7138582284829024,0.5095935703727477,0.9939137317196957,0.00255787759847767,0.14473273066469616,66.65921171268491,7.179461474398357,0.0017254466517380692,False,False,False
cg17280346,0.0024316833158985565,0.17910939962547767,0.6455282297319748,0.4167066953808972,0.9938218582618562,0.0033919566769778507,0.1755669795944241,25.238111823601383,1.2540099325437273,0.002045310151873774,False,False,False
cg19029181,0.0018446408780551965,0.16544004835745743,0.610845093412012,0.37313172814552964,0.9877077817282164,0.0025553849892148497,0.160219991683628,30.838225401218633,1.246653126915411,0.0016801067228652577,False,False,False
cg01829241,0.002294280238041434,0.16092076346686887,0.6599843179078511,0.4355792998842914,0.964822001789225,0.003439992530661719,0.14987731915722477,31.169448385582008,1.4469959537825607,0.0020569718594396122,False,False,False
cg02891686,0.0016655796100918897,0.3748776855746987,0.5538834217495283,0.30678684488896585,0.9851402996977217,0.003165576562378225,0.37040636334008115,34.46034227737952,3.546258108461824,0.0014635538005025623,False,False,False
cg08297751,0.001260282827518617,0.12410648841707483,0.6052796187558751,0.3663634168812575,0.9843676949724582,0.001608391600730748,0.12136070260707578,50.09430137424239,2.2141455978236753,0.001200990873873884,False,False,False
cg12765028,0.0017851425828242535,0.2931419253513015,0.7288820048050617,0.531268976928646,0.5298735636242119,0.01171094132256664,0.27690084722752617,100.89959058982274,9.10418495725235,0.0010325848329721578,False,False,False
cg14532755,-0.0021863067089526286,0.8273043066772496,-0.6822971794126947,0.46552944103451893,0.04668890630980318,0.0032880640650945047,0.8352233178899098,40.97947426650229,3.272228706839044,0.0019285992533702731,False,False,False
cg21399832,0.001734089049053903,0.2096171721629068,0.5726943727071131,0.3279788445303938,0.4891263967764081,0.009114706159129616,0.19410072109664578,43.29424629588593,4.6223298077056825,0.0011839694408012635,False,False,False
cg24683222,0.0016049603885883669,0.18846607143250443,0.5485367202747261,0.30089253348975314,0.7631348309586943,0.0034243192964071036,0.17961509368918177,34.16207135871117,2.4731731635898853,0.0014681997164069328,False,False,False
cg24813038,0.0013438804566180639,0.11140769283161227,0.5586845527553582,0.3121284294874546,0.9850212213362409,0.001745976367047491,0.10646264774256538,32.91518589492193,1.0328647798730766,0.0013108861380417846,False,False,False
cg01256539,-0.003631159926556594,0.8580646955401559,-0.747063689514048,0.5581041561903419,0.002756446688483797,0.005040368312546523,0.8636024102447444,23.490298401994288,1.2570900763652073,0.002756622819826187,False,False,False
cg02071447,0.0017563508954161451,0.2666006752031325,0.6259015388161877,0.3917527362924717,0.9898422294170017,0.0027877966647117417,0.2613142343816548,34.10245742410914,1.5769915967161252,0.0015803093710634879,False,False,False
cg06933824,0.0018966408527272866,0.5533359547815778,0.6029772556656401,0.3635815708500667,0.9944151216443124,0.005388702356282181,0.5454203461720101,25.32472261953477,1.4855722551708455,0.0014897038866538846,False,False,False
cg11021940,0.0012888920736806842,0.21519458596562666,0.5708867227500841,0.3259116502123314,0.9783623092675877,0.0018947469743001131,0.21147512679901917,55.278563132664736,4.710749427181159,0.00122524705516977,False,False,False
cg11100804,0.002639777924182555,0.3628922381883918,0.5906347487345238,0.3488494064126941,0.9877875728959731,0.005410828048894811,0.34775570205194367,17.3043583847447,1.1970406116558048,0.0021280164676705767,False,False,False
cg16049690,0.0016969546129581353,0.12493670001791765,0.5643588605758979,0.3185009235105258,0.9864586989381345,0.002258546616246847,0.11889222080044493,22.34200242657418,0.5228814084761446,0.001599017187270934,False,False,False
cg16624521,-0.0019395212716748255,0.774835776422985,-0.6739673874290125,0.4542320393178887,0.0036397020501940454,0.0027089506622132798,0.7744835585473124,34.44002999196172,1.3187408861248733,0.0016363797693675572,False,False,False
cg18297751,0.0012969137404103322,0.5251275885650629,0.5912816399604472,0.34961397775431596,0.9865113245827201,0.0032898936791899676,0.520837795465024,61.431535979919225,6.103858042907868,0.0011393914967322192,False,False,False
cg18705909,0.001958466310719332,0.6049582833815894,0.5792170213207648,0.3354923577876993,0.9967030128844556,0.006500170381810346,0.5948003583655581,21.287490020001147,1.4492041628265449,0.0014553809419900253,False,False,False
cg18891762,0.001650953981686962,0.24689241526441252,0.5805511051187439,0.3370395856545948,0.9856420621312131,0.0025175573072899094,0.24307711143032457,41.79189848400495,4.209153707342293,0.001490429025109471,False,False,False
cg19419291,-0.0025391642253192173,0.7868873030594814,-0.6759578997967315,0.4569190822976081,0.0072042110359580545,0.0038623010992454667,0.7954809924113749,26.861862004970412,1.4086118557948843,0.0021506068136586324,False,False,False
cg19814981,0.0016028391354054776,0.2391671130994809,0.5831359087180953,0.3400474880364788,0.9780106298037569,0.0025670094040566725,0.23140962295296824,30.94931465555753,1.2335615571186263,0.0015211800084697935,False,False,False
cg22010052,0.0014654377128455842,0.1289125152615388,0.5679645826265078,0.32258376711810327,0.9892939345063662,0.0019028103351094432,0.12481897304539995,29.869538576666773,0.8998762045884486,0.001386033470714179,False,False,False
cg22087053,0.0014268430181270935,0.48577418939256073,0.5952911042511511,0.3543714988005548,0.9806157482404438,0.0033687014518790754,0.4814429717561093,62.084427619541906,7.859699170440493,0.001241774265125672,False,False,False
cg22995692,0.0014028665413677306,0.1307184582735324,0.6144770611747467,0.3775820587099533,0.9860395253700374,0.0018468969245282918,0.12617326787463315,38.09428727972991,0.982208995255984,0.0013448839853858977,False,False,False
cg24922090,0.0011509215032130995,0.450832589484604,0.5729983887566865,0.3283271535177589,0.9909290428398672,0.002400287755222635,0.4478305065031358,64.15318294708862,5.323727025315447,0.0010503235097565095,False,False,False
cg25126698,0.001440186175617731,0.48406544311223365,0.5604774368727302,0.3141349572434253,0.9898520208290951,0.0033570800569885425,0.47848927165525784,35.918526302805304,2.368259330222632,0.0012690369436293742,False,False,False
cg00613752,0.0011712518347975207,0.21079408207774203,0.5925699949985509,0.3511391989725826,0.9904229164373278,0.001661053146238972,0.2076860108594868,48.61424633936521,1.7310219056470153,0.0011196301368730172,False,False,False
cg03068319,-0.0019294580384362373,0.7635199056891602,-0.5989057737886985,0.35868812587743965,0.5032052757564386,0.01127642497005371,0.779665658258434,71.41881683496192,28.733195432690078,0.0011299216147897448,False,False,False
cg03236802,0.0022054902150453488,0.13813637923834032,0.7700385926974741,0.5929594342435064,0.4895673150346236,0.00888609563701117,0.12349448486619971,75.79180191956465,6.787982147171103,0.0014620158227465299,False,False,False
cg06540876,-0.0019159125484351247,0.7036641344345103,-0.6882302579336094,0.4736608879353625,0.011234242995611977,0.0031825899034556107,0.7086729573297508,75.762617746164,13.269044362756084,0.0016668265933239526,False,False,False
cg07103129,0.0014949549000235415,0.10821732087663759,0.5659537795422328,0.32030368057813824,0.9761355392470581,0.0020295270782722916,0.10012008836553707,27.538912179907797,0.6533185156547062,0.0014810833485906201,False,False,False
cg10074727,0.0011327636848465843,0.11151921759667968,0.5597126765175785,0.31327828025447146,0.9644079685879601,0.0015362358633698627,0.10581703941768593,41.48724348514065,1.2222462277446662,0.0011486774811329532,False,False,False
cg10812186,0.0022065667885655693,0.33079697022524673,0.5718159563146622,0.3269734878960517,0.9872747654956662,0.00405831862552739,0.32200517922452326,20.463463510027708,1.459641341380177,0.0018737788220098963,False,False,False
cg13080565,0.0015893564297433888,0.14419552866142524,0.5902392809609142,0.34838240878925697,0.9858921420528938,0.00213045103340176,0.13953711694186166,28.375361019368604,0.7372373869991471,0.0014885116990938257,False,False,False
cg13246235,0.0026330012401129125,0.1400288567957697,0.6153559395551671,0.3786629323458225,0.438116596077531,0.015408567969901225,0.10588428846442101,22.164562322973318,0.4836081444494665,0.0012791960134183771,False,False,False
cg15562220,0.0014342707470808107,0.2042536585732993,0.5872796653436041,0.34489740532609564,0.9752605702999037,0.0021425594148448256,0.19840636540757206,38.491286355549285,1.7916610583771255,0.0013725470448979083,False,False,False
cg16867657,0.005834416611480693,0.31513064071470964,0.9273273140528973,0.8599359473885607,0.9061255634039842,0.018510700771458274,0.2317308301533069,90.29499296889827,24.366259595051922,0.0023594917452299745,False,False,False
cg22367191,0.0015833619675378044,0.12799496430001187,0.5775062063908273,0.3335134184199248,0.9815488689012676,0.0021649561835596458,0.1205284307277186,27.238390207854348,0.6833294345631546,0.0015340587934002303,False,False,False
cg22620090,0.0016473848410718062,0.11628150805571749,0.5912450512426439,0.34957071061891665,0.9803767199000285,0.0022480641321143318,0.10761011864326242,32.035623865199966,0.8963181433589198,0.0016026469031682115,False,False,False
cg23746497,0.003003410958557149,0.1983280996533824,0.7370363670710866,0.5432226063853455,0.5330875610083751,0.015603849817920843,0.16172081186123766,41.730132818076584,3.8819038617937287,0.0014227704911770004,False,False,False
cg23946695,0.0011956062597600627,0.1386646045278878,0.5560063190825195,0.3091430268596925,0.9844465054327877,0.0015891323252484619,0.13450166076407089,41.06898335572424,1.6285590644127361,0.0011706772533850531,False,False,False
cg24055029,0.002225469887851342,0.3568440747305031,0.5641154028644305,0.3182261877488987,0.980373635142769,0.004425485832613179,0.34535251628749936,18.545750027670664,1.1450283624852828,0.0018870019835961493,False,False,False
cg24211504,0.0011603202862664095,0.13425783086319062,0.5603540856392514,0.3139967012926015,0.9733311685568766,0.0015330382157232511,0.13094839397899413,50.862000447303075,2.8902468925356724,0.001124971073045704,False,False,False
cg24376689,-0.0017130575803366316,0.5023206021597301,-0.5958821898821071,0.3550755842186955,0.11413322841453784,0.0058216492822784375,0.5142332569900471,35.79427275178453,2.313381261436491,0.0013793253134640176,False,False,False
cg26099134,0.0012127842771676,0.1567610938925638,0.5604339546827288,0.31408621756132293,0.858113725602374,0.0020446415001888303,0.15010211007232438,43.63248623514431,1.8476902681705858,0.0012043138121807572,False,False,False
cg26280713,0.001253217206629078,0.16329286096752862,0.5734415532020953,0.32883521493883155,0.9898471098264788,0.0016159448551238348,0.16260786444148584,45.04803480754087,2.3111874999733186,0.001155835507464885,False,False,False
cg06335867,0.001997631689783468,0.17474369411163726,0.5599786378262425,0.31357607482173405,0.5222607749836955,0.008362333924677754,0.15574637226709362,26.76936897567167,1.5244843482552866,0.0014439899087950966,False,False,False
cg08370546,-0.002106035834097822,0.8458181323047963,-0.6677149546449755,0.44584326065654173,0.005891455837139947,0.002808668853533456,0.8492217446769514,35.86448847080241,2.271473573681809,0.0018395737012554573,False,False,False
cg08540945,0.0011815136139091253,0.11217272907407164,0.5726206694292839,0.32789443105764127,0.9918400833751385,0.0013779031427737102,0.11305744517162737,44.6691650519599,1.843910433172243,0.0010696525799207453,False,False,False
cg08973950,-0.0024514476769474922,0.6635943424450028,-0.587647331582413,0.34532938631593046,0.39886200314111936,0.016288915165128207,0.6937379319225714,36.467540464073814,9.518882871972146,0.0011088039023463177,False,False,False
cg09124496,-0.0033827397429430305,0.8326383116560995,-0.7955547925550726,0.6329074279573446,0.0046220886461047035,0.004987230525930919,0.8436822414521794,49.188984985541694,6.572942750630392,0.0026712783064070187,False,False,False
cg18057109,0.0012103479701493507,0.15128454680362358,0.5604213700954968,0.31407211205971375,0.9816652494410849,0.0015762710894095633,0.14956435913059085,43.27708942102611,2.079414158071144,0.0011381407460948937,False,False,False
cg19239040,0.0013702721015568463,0.19074797180109854,0.6167736938315521,0.3804097894026172,0.897207593102581,0.002288975666449445,0.18355892401070617,50.62786160919595,2.3596708545553526,0.0013294058358422477,False,False,False
cg22500518,-0.0011973292577270667,0.6199247115605867,-0.5536992396903883,0.30658284803371405,0.032335369829205415,0.002259166718437328,0.6223241525659244,116.29251850246914,28.933088537070226,0.0010876498606739015,False,False,False
cg00688297,0.0016536550861392283,0.17242582012297591,0.5592358568680996,0.3127447436069976,0.9943054717823334,0.0020936842769062065,0.17416026728410097,21.54207535698318,0.5373934545047132,0.001422221186431335,False,False,False
cg12873476,-0.002344184342179468,0.7961288295511291,-0.692930199126475,0.48015226086145635,0.4964417771793548,0.012402660299082248,0.8189068428576941,49.611919169338925,5.557349246324398,0.0013098479880716126,False,False,False
cg15541630,0.0015177531357709378,0.213277839522296,0.5645383747524282,0.31870357656811305,0.9829739749923446,0.002219665460072084,0.2094332435578718,39.12120966104151,3.1077816541016605,0.0014060855637867394,False,False,False
cg21709871,0.0025887441643601882,0.14692952475692458,0.7036343059608103,0.49510123652495125,0.4938897696508993,0.011575105417453706,0.12321541148299155,41.51894598125228,3.3797761141884357,0.0015138648392658697,False,False,False
cg25334393,0.0014641466354935167,0.10173732984817023,0.6421078011108704,0.4123024282474371,0.9904466854692917,0.0017671225861694065,0.10069806962777307,36.48921116692679,0.6414562203360475,0.0013411067732225597,False,False,False
cg26140749,-0.0016259121880493029,0.47783370699446315,-0.6158363987391731,0.3792544700120338,0.0029290908692262436,0.004106776007433751,0.4840229971088987,29.88535528451559,0.9586852747577516,0.0013652473990461856,False,False,False
cg26290632,0.0019235730377823853,0.10700915229742777,0.7885238110155434,0.6217698005384763,0.9670668838672224,0.002543806357371679,0.10163410991340524,85.2119653259726,4.966682375226227,0.001751011065078432,False,False,False
cg05863502,0.002014296333870563,0.14525567939194792,0.5804133683088726,0.336879678111651,0.9188971707650471,0.003109448463518171,0.1360748201479771,20.71124650421391,0.6761641066181024,0.0018399630945349257,False,False,False
cg13544075,-0.002283517391628227,0.7863073189482238,-0.5779755823915549,0.33405577384085705,0.009481808973913543,0.0033886492612433977,0.79208365043752,28.12913664446759,3.983474925870131,0.0019548661864517355,False,False,False
cg03876032,0.0013444137679809718,0.24462448506547085,0.5810552755727834,0.3376252332709632,0.9827831366982586,0.0020768381858929613,0.23992547739877548,42.842548194673604,2.1579992165170454,0.0012797699935691751,False,False,False
cg06511917,0.0012137591616424854,0.15128938080946702,0.5748523089728225,0.33045517713138534,0.9113124836729417,0.0017557340290771338,0.14881516905864678,72.14862464378541,7.697186971778096,0.0011430666158763474,False,False,False
cg06567373,0.0011784245329596575,0.13293685238633085,0.5976319027336482,0.3571638911650407,0.9560202997718882,0.001607397102058558,0.12902298957174668,54.149812572795476,2.386095230824998,0.0011502698744656904,False,False,False
cg07091481,-0.0018769469975305033,0.7919421896128274,-0.6503802115836679,0.4229944196196166,0.01440630330639136,0.00272316268909787,0.7959298142682995,63.84404858242602,10.660638761283867,0.0016656230722380818,False,False,False
cg12377139,0.00140899017365373,0.10824626634706368,0.6508370638968055,0.4235888837418145,0.9805653060329379,0.001785523293376377,0.10513617893217019,51.85298472210122,2.0843151580588435,0.001331056989492403,False,False,False
cg26808747,0.0015037428599519178,0.14279422527813565,0.5901596319488714,0.3482883911820274,0.9630886602282754,0.0021202224919037974,0.13637535190473365,34.17602041548133,1.2290675809840623,0.001448319181946139,False,False,False
cg27312979,-0.0032657567642863468,0.730758629984481,-0.7254879140725634,0.5263327134653591,0.376334667825433,0.016441732964911932,0.7755449138451411,32.285888653520466,1.453287687830814,0.0014945120419636237,False,False,False
cg03575969,-0.0014489479120899052,0.7385449068020595,-0.6424974636342227,0.41280299077640925,0.21354943507925253,0.0031893074843074485,0.7425965449253539,98.60537281997402,16.43205244054066,0.0012662861607450364,False,False,False
cg04608933,-0.001080308157700605,0.774890481136262,-0.5810734271875204,0.3376463277834506,0.0129334620215102,0.0015054786730660569,0.7756941664964575,125.57713376795328,21.564730576251886,0.0010028108438544401,False,False,False
cg05093315,-0.002218601388038748,0.7994914507633848,-0.7427210230222833,0.551634518039267,0.48061338609308274,0.010268141022151742,0.816437908912558,103.45252971012802,28.59943601971589,0.0013685431722143947,False,False,False
cg09527615,-0.002190898108070955,0.6732593878528522,-0.6147547140996168,0.3779233585077016,0.08057870204341783,0.004493954259389432,0.6814476005441963,40.344672431810665,6.938114412693648,0.0018020026054283592,False,False,False
cg09554951,0.0015393762948430882,0.16341811772606019,0.5534622249386096,0.30632043443399615,0.9808371798268838,0.0021080904257703642,0.15959570399837864,31.82545034430216,1.9157799221328167,0.0014320633396642907,False,False,False
cg09656389,0.0013982641456643777,0.1589870726139549,0.596238038203297,0.35549979820051625,0.5345335323196964,0.004838861048491752,0.14908169008690864,50.12077399175894,2.313161426370492,0.001206643890189775,False,False,False
cg14772925,0.0013239111081822482,0.18050056483018923,0.5603591532951117,0.31400238068161446,0.9818618388800912,0.0018663988972797932,0.17595018563811862,39.505635865212625,1.9876031205814544,0.0012715718295936923,False,False,False
cg15243034,0.0028220122801499788,0.3260024129276989,0.6393076683822254,0.4087142948523175,0.9971296794675817,0.00515630607321405,0.3165366817539092,16.73421743079501,0.6889754055214906,0.0022063997039685644,False,False,False
cg18953784,0.001346339875642749,0.1360060895821545,0.566442509603736,0.32085711668617856,0.9889869363968026,0.0017106710157645231,0.13431733049428557,30.56593640709674,0.795728094723777,0.0012534315104003287,False,False,False
cg24065451,-0.001586499832403363,0.8656088070843205,-0.5530440557093467,0.30585772755544294,0.016209253827996536,0.002077490856017391,0.8693489232902752,28.237141661673803,1.2791993264160515,0.0014701356324072175,False,False,False
cg27252164,0.0013935765676812298,0.1057818993022427,0.5875106499313237,0.34516876378272643,0.9853931734469242,0.0017701787459046988,0.10176466297698283,35.48280147994321,1.1091294272709908,0.0013338185237196537,False,False,False
cg27314569,0.001185112982271174,0.1800950840847088,0.5753435778761481,0.3310202326033273,0.9859504194749457,0.0015715832445733144,0.1792390809316663,60.83667859528337,4.511730097788477,0.0011005958154558964,False,False,False
cg09338032,0.0015444807971822876,0.1810133417268575,0.5648916726330173,0.319102601810128,0.8743653238645769,0.0026676623384688353,0.17262156373142876,33.46986601152897,1.7027836572995012,0.0014724475174989582,False,False,False
cg13372458,0.0011202886977112246,0.12701685290433049,0.5526218946947329,0.30539095849599646,0.9845304784902227,0.001381086126862981,0.12656420370571148,45.74826034650189,2.1239622798571034,0.0010464275184605396,False,False,False
cg15243578,-0.0020866787388382534,0.5935266113201665,-0.634555670330976,0.40266089874919436,0.35872685971213025,0.0155017634090733,0.620471178269054,47.91640972007395,5.511713795921369,0.0010054225932132536,False,False,False
cg16498194,0.0013446955153164552,0.17975821841882522,0.6021935399916656,0.3626370596076937,0.9847454767642316,0.0018204781075830154,0.17781817428969762,57.60305471037298,4.512328542570072,0.0012469922290184899,False,False,False
cg18612627,0.001167771855445624,0.1119277030262304,0.5784823788462943,0.33464186263566753,0.9259923109180005,0.0016619572305716596,0.10603863031341468,45.3607635658796,1.4339706741441922,0.0011734080574636655,False,False,False
cg22402467,-0.0017028552464348101,0.8288513017910191,-0.607216193773658,0.3687115059809686,0.004483730797113573,0.0021547451011424117,0.8270803930699133,46.39402313690746,4.5271952574990735,0.0014600287016577691,False,False,False
cg25129541,-0.001741866401030415,0.49434858189663455,-0.6538637289335459,0.42753777601488163,0.006178270377182148,0.004388197178740299,0.5028202148165651,35.480396075263165,1.4829783301508987,0.0014682846064034906,False,False,False
cg25778262,0.0017863043944835017,0.18389694268878126,0.747815222980133,0.5592276077208261,0.9856478432608746,0.00251804990341342,0.17959268678040127,74.62417014402851,4.807386550927097,0.0016181073379494674,False,False,False
cg12225226,0.0014241869912078775,0.14551239159180424,0.6291992849688185,0.39589174020527246,0.9782280743548726,0.0019352517649675813,0.14079664509275347,48.06537584121238,2.091611271490404,0.001361584201835612,False,False,False
cg25461801,0.002008947834406764,0.15263193020819443,0.5924317107836249,0.3509753319420126,0.9383939332450952,0.003135455883489088,0.14016244914657452,22.388535113845066,0.5694507651913583,0.0018874503706616075,False,False,False
cg00176863,0.0020556116524941105,0.13009010831202483,0.6609343031423205,0.4368341530702248,0.3804832561396534,0.013605268752035618,0.10700294575022042,41.549266370820554,1.5948949480079964,0.001093580622532005,False,False,False
cg02210934,-0.001275444197369205,0.893140665449634,-0.5587781179258288,0.3122329850727314,0.007428720210082759,0.0014638494359276125,0.8914041604585256,38.23982985745871,1.771768325835053,0.0011342788986629395,False,False,False
cg02305961,-0.0020947139409434657,0.7992497539830195,-0.6871510805549599,0.47217660750784896,0.020939250746616764,0.0030973804598618047,0.8047100692525487,79.0862192253515,15.802599956344299,0.0018370368671179007,False,False,False
cg04224064,0.0020410356305269207,0.16637956750373695,0.5581477737512875,0.3115289373435185,0.4043462209458568,0.014819020993211876,0.1401780497296204,25.861325596198228,0.8369379651319957,0.001031516760434161,False,False,False
cg06957447,0.0012329720818017068,0.11929803937991992,0.6000433226788185,0.36005198909143676,0.9549180023243999,0.001681792414744021,0.1144391679762266,49.769833613900126,1.9088380904844142,0.0012149650515383878,False,False,False
cg07435445,0.001239521229253059,0.09668998631803816,0.5882008526936621,0.34598024310955117,0.9926381644654748,0.0014712700818837387,0.09571543304659524,34.71737567176481,0.5580861282108394,0.0011559542113634663,False,False,False
cg11730703,-0.0012680236787898902,0.8854436026770491,-0.5601237440856807,0.31373860868856107,0.009141014091167228,0.0015140345713072826,0.8854121878341289,38.06650282597876,1.6412676265007686,0.0011576999104430613,False,False,False
cg14866863,0.0013939525650841637,0.17900505910252673,0.5588571629445147,0.3123213285743919,0.9814043984798769,0.001947243307153526,0.175460002788425,34.92071572724059,1.6408793355244733,0.0013170867095245026,False,False,False
cg16117273,0.0017773367254963418,0.12397651574056164,0.5834817875672693,0.340450996422696,0.9686154685778435,0.0024267249893022125,0.1175229482048273,27.845473075285543,1.0765840347799533,0.0016601416358693615,False,False,False
cg18877361,-0.0021636763653068132,0.8175784370441568,-0.7218952892988234,0.521132808711832,0.011677919157664892,0.0031054717930367017,0.8239515460358287,49.83076958599859,3.7231985313673284,0.001907426920972837,False,False,False
cg19893664,-0.0018631869935372839,0.5963086659630474,-0.6153082539535752,0.37860424738339743,0.014422217624593121,0.0038301325132100725,0.6035910158177688,36.16539630129364,2.786766794194227,0.0015986266599552828,False,False,False
cg23998119,0.0015780705600150838,0.16272195901442585,0.5808541445403894,0.3373915372297476,0.9918778225357954,0.0020259786523038853,0.16262916978261036,49.01052231723422,5.822294591542909,0.0014000102589020915,False,False,False
cg10097464,-0.0013976206359009966,0.6186372368127171,-0.6032523233243688,0.3639133655962489,0.03656838773444432,0.0027422875379648705,0.6226984675863788,73.69211719889606,10.386423990000779,0.0012558002600485314,False,False,False
cg10643916,-0.0015766117329544102,0.49605698593686665,-0.6069703786626214,0.368413040573846,0.018617370182800668,0.003985492204619167,0.5027653808020669,44.2184632422895,3.952914412216706,0.0013479729002047703,False,False,False
cg24027965,-0.001880494107186131,0.3986664812746178,-0.5589351539048317,0.31240850627061795,0.01421736007826252,0.0064136515086058105,0.4083255720140668,26.946502646312688,3.273626347003348,0.0014191674165495024,False,False,False
cg24868150,-0.0013862650302754267,0.5486522365695161,-0.5905202499484354,0.3487141655991627,0.0050251047490462745,0.002858853060017678,0.5509148161923032,73.46390373355874,11.75489328865751,0.0012065745852563431,False,False,False
cg25047092,0.0011965761928213632,0.12439142049269769,0.5664099870213316,0.320820273397505,0.9904101967886958,0.001440421786322304,0.1245732682910481,41.84997257641023,1.6879813602376452,0.0010955311615226911,False,False,False
cg25413977,-0.004208915487002419,0.7799822109326904,-0.7709407796517713,0.5943496857300811,0.38881433120226094,0.022184793258479028,0.8556300833828022,28.325617648704554,0.6071550954124639,0.0014062900104461597,False,False,False
cg01844642,0.001910535755021074,0.40710953255269466,0.7275536736433117,0.5293343480318785,0.6407784977657776,0.013362702337015428,0.38691713586307375,93.51802631146445,9.581480703926246,0.0010190361481981578,False,False,False
cg02047661,-0.0015759023173894707,0.8010910637297195,-0.5814789448084151,0.33811776325550785,0.009702586867593012,0.002168219512286208,0.8027855912207438,52.26475422659593,6.878562118921964,0.0014147306815093226,False,False,False
cg05039475,0.0012025494710148918,0.11191860861429476,0.6079010204930537,0.36954365071649614,0.987318696628482,0.0014760586112194,0.11022788797780221,57.993302564173014,2.940879088289725,0.001133585266872595,False,False,False
cg05308645,-0.0013188553986741385,0.7155045964766107,-0.5661509759465225,0.3205269275651999,0.007633454809742277,0.002010735300042241,0.7164021171041921,98.70409511956323,22.882494624365513,0.001189232577317953,False,False,False
cg05700079,0.0020856082252034085,0.17549876103077,0.688601903524816,0.47417258153799996,0.42177198277163835,0.01414642084039741,0.15197085694869358,65.4042326243936,9.565452386599189,0.0010684549253460118,False,False,False
cg05725703,-0.0016461280341113194,0.804750396797008,-0.7187180082508625,0.5165555753840869,0.1045729787156782,0.002687716577433975,0.8095126038795538,81.47498902767326,6.823109228936935,0.0014875855468739897,False,False,False
cg10967350,0.001078485245224838,0.16711218283107046,0.5794760166625115,0.33579245388705126,0.956148308725987,0.0015094714693820867,0.16430856389776385,59.16544304248314,2.9142408709203305,0.0010434274161102786,False,False,False
cg11084334,0.0024795978407694277,0.5674040842644997,0.7523959611601438,0.5660996823700967,0.8593768118009197,0.014127732579354848,0.5404278034622766,55.51829680246577,7.572521589515688,0.0012635430833514774,False,False,False
cg12453631,0.0014359294372210123,0.1945103792605828,0.5736146830515388,0.32903380461231735,0.977780256824252,0.0020558064330057804,0.1905660460843818,42.51079717338425,2.999937408100583,0.001344995591930727,False,False,False
cg12554573,-0.0018696637011685526,0.8035826552596512,-0.70484460645181,0.496805919244207,0.5396632438395905,0.01062589947884204,0.8185906882307791,78.81390825937622,9.284935765762446,0.0011390104145760224,False,False,False
cg14775286,-0.0028332579192792556,0.5447141796968161,-0.7277850521286168,0.5296710821018534,0.27064796383973955,0.02044336186893848,0.5916526042630175,44.40866900281264,4.032538259733168,0.0010423272554913982,False,False,False
cg19729744,-0.004230238265458454,0.8022563829893375,-0.7727256676282087,0.5971049574114609,0.39894124610010273,0.021031963342990612,0.8731636416453419,27.54881342258207,0.7545055645445515,0.0015024359615181365,False,False,False
cg20767912,-0.0012973260864503249,0.7884108285719864,-0.562796362100987,0.3167397451941053,0.01641635358865164,0.0018371239790729147,0.7906955862166242,41.35902708418567,1.723551313706286,0.0012056724137589996,False,False,False
cg23527621,0.0012683910541486626,0.36563604079399636,0.5673597850333908,0.3218971256731354,0.9958132382944757,0.0021674357336032442,0.3650950131244758,33.52504040481213,1.0033897591134315,0.0011247710391665852,False,False,False
cg25109663,-0.001554428992680011,0.31660148819633865,-0.6177576104702158,0.3816244652938709,0.06299761728618822,0.008690402001104883,0.32792153620798603,43.10907622353372,2.5465460003055154,0.0010531339422493761,False,False,False
cg25478614,0.002006487991174251,0.2800084372828745,0.7080064403724264,0.5012731196088343,0.9982348501146311,0.003008567941063179,0.2815759786347604,39.68814321687391,1.6570972084938462,0.0016446667172102377,False,False,False
cg27589809,-0.0017399470917611596,0.85796526931218,-0.6578617642024808,0.4327821007996004,0.5261054318576003,0.006986104284463814,0.8676073297734056,56.49430700270589,4.4893896850826165,0.0012722304830971804,False,False,False
cg01503065,0.0013297897837455234,0.10795084641355226,0.6125797869737816,0.37525399540884363,0.9889782187720109,0.0015978319335865703,0.10729370573010566,51.86677859367235,2.860196883790941,0.0012200865671257847,False,False,False
cg03464692,-0.0016173427678175514,0.878096869166329,-0.6228586233143939,0.38795286463710205,0.602816400698166,0.008180966362395405,0.8887599627059263,49.48266091394203,3.033776698384189,0.001120261886225565,False,False,False
cg03968755,0.0012628514099041282,0.11502221797193989,0.5946180729393293,0.35357065266608156,0.9799249658360764,0.0015865529950455546,0.11275884178040878,40.385196884005076,1.1547479791112614,0.0011927353144919241,False,False,False
cg08209133,0.0010845607681120935,0.10176414904337927,0.6085212747639124,0.37029814184029697,0.9877832653889012,0.0012696953755989284,0.10199074316164475,61.900242620360714,2.647050910529816,0.0010032371250129784,False,False,False
cg10149533,-0.00387326641281349,0.7879982637532189,-0.8182486577807839,0.6695308659600544,0.45190795505798775,0.02588964485829473,0.8694563748432161,47.85934778373754,2.071371530611152,0.0010517130103092573,False,False,False
